****Dialogues from script :10_things_i_hate_about_you.txt****

rider		Hey -- sorry.
larry		I can interpret, CLIVE. I know what you meant me to understand.
clive		Meer sir my sir. LARRY cocks his head.
larry		. Meer sir my sir?
clive		 Mere... surmise. Sir. He gravely shakes his head. . Very uncertain.
sarah		You little brat fucker! You snuck twenty bucks out of my drawer!
danny		Studying torah! Asshole!
sarah		You little brat! I'm telling Dad!
danny		Oh yeah? You gonna tell him you've been sneaking it out of his wallet?
sarah		All right, you know what I'm gonna do? You little brat? If you don't give it back? We hear the thunk of the front door opening. DANNY stands, calling:
danny		Dad?
foyer		LARRY is entering with his briefcase. As he stows it in the foyer closet DANNY's voice continues, off:
danny		Dad, you gotta fix the aerial. Judith emerges from the kitchen.
judith		Hello LARRY, have you thought about a lawyer?
larry		Honey, please! DANNY emerges from the hall.
larry		 Can we discuss it later?
danny		I can't get F Troop.
judith		LARRY, the children know. Do you think this is some secret? Do you think this is something we're going to keep quiet? SARAH enters.
sarah		Dad, Uncle Arthur is in the bathroom again! And I=m going to the hole at eight! She hits DANNY on the back of the head.
danny		Stop it!
larry		SARAH! What's going on!
danny		She keeps doing that!
later		LARRY sits in a reclining chair in the living room, head back, listening to Sidor Belarsky on the hi-fi. On top of the music is a hissing-sucking sound. There is also the sound of a pencil busily scratching paper. We cut to its source: Uncle Arthur sits scribbling into a spiral notebook, his free hand holding the end of a length of surgical tubing against the back of his neck. The tube leads to a water-pik-like appliance on an end table next to him-the source of the sucking sound. After a long beat of listening to the music, LARRY speaks into space:
larry		Arthur? Uncle Arthur does not look up from his scribbling. Uncle Arthur Yes. LARRY continues to stare at the ceiling.
larry		What're you doing? Still without looking up: Uncle Arthur Working on the Mentaculus. Long beat. Music. Scribbling.
larry		Any luck, um, looking for an apartment? More scribbling. Uncle Arthur No. The doorbell chimes.
front door		LARRY enters, glances through the front door's head-height window, and-freezes, one hand arrested on the way to the doorknob. His point-of-view: framed by the window, yellowly lit by the stoop light, a human head. A middle-aged man, a few years older than LARRY. A fleshy face with droopy hangdog features, a five-o'clock shadow, and sad Harold Bloom eyes. LARRY opens the door.
larry		Sy. Sy, entering, thrusts out a hand. His voice vibrates with a warm, sad empathy:
sy		Good to see you, LARRY. He is a heavy-set man wearing a short-sleeved shirt that his belly tents out in front of him. In his left hand he holds a bottle of wine.
sy		No, actually LARRY, I'm here to see you, if I might. He shakes his head. . Such a thing. Such a thing.
larry		Shall we go in the... He is leading him into the kitchen but Sy, oblivious to surroundings, plows on with the conversation, arresting both men in the narrow space between kitchen sink and stove, and invading LARRY's space.
sy		You know, LARRY-how we handle ourselves, in this situation-it's so impawtant.
larry		Uh-huh.
sy		Absolutely. Judith told me that she broke the news to you. She said you were very adult.
larry		Did she.
sy		Absolutely. The respect she has for you.
larry		Yes?
sy		Absolutely. But the children, LARRY. The children. He shakes his head. . The most impawtant.
larry		Well, I guess...
sy		Of coss. And Judith says they're handling it so well. A tribute to you. Do you drink wine? Because this is an incredible bottle. This is not Mogen David. This is a wine, LARRY. A bawdeaux.
larry		You know, Sy-
sy		Open it-let it breathe. Ten minutes. Letting it breathe, so impawtant.
larry		Thanks, Sy, but I'm not-
sy		I insist! No reason for discumfit. I'll be uncumftable if you don't take it. These are signs and tokens, LARRY.
larry		I'm just-I'm not ungrateful, I'm, I just don't know a lot about wine and, given our respective, you know- He is startled when Sy abruptly hugs him.
hallway		The bathroom door cracks open in the foreground. DANNY peeks out. His point-of-view: the empty hallway ending in a T with another hallway. A janitor crosses, pushing a broom down the far hallway. He disappears. His echoing footsteps recede. DANNY and Ronny emerge from the bathroom.
rabbi minda		The photo-portrait on the wall of Mar Turchik's office lit by late-day sun. We hear a scraping sound.
sanctuary		We are behind the two boys who sit side by side on the last pew, staring at the front of the empty sanctuary. Its stained glass windows further weaken the late-afternoon light. In deference to the location, the boys wear yarmulkas. A long hold on their still backs. At length, some movement in DANNY's back, his head dips, and we hear him sucking on the joint. He holds it, exhales, and passes it wordlessly to Ronnie Nudell.
suburban street		We are pulling DANNY as he walks along the street, eyes red-rimmed, still wearing his yarmulka. It is dusk. After a few beats of walking, the front door of a house just behind DANNY opens. A husky, shaggy-haired youth emerges on the run. The sound has alerted DANNY. Seeing Mike Fagle, he too begins to run. He reaches up and grabs his yarmulka and clutches it in one of his pumping fists. Pursued and pursuer both run wordlessly, panting, feet pounding. Mike Fagle is closing. But DANNY is already cutting across the Brandt's front yard, approaching his own. He plunges into the house and slams the door. Mike Fagle draws up, panting, gazing hungrily at the house.
mitch		Ow. Foreshortened Gar Brandt and Mitch are playing catch in their back yard. With each toss the ball pops, alternately in father's mitt and son's. Precariously balanced, LARRY reaches out for the aerial. He tentatively touches it. He grasps it. He twists the aerial.
mitch		Ow. Faintly, under the wineglass sound, and clouded by static, a high, ringing tenor sings in an unfamiliar modality. Cantorial music. LARRY drops his hand. Inertia keeps the aerial rotating slowly til it dies, the sound drifting away into the sybillant shushing of trees. LARRY reaches out again to turn the aerial. The same crystal hum... cantorial singing... and now, layering in, the theme from F Troop. Music. Crystal hum. Wind.
mitch		Ow. LARRY's look travels: his point-of-view pans slowly off the steep angle of father and son playing catch, travels across his own backyard, and brings in the white fence that encloses the patio of the neighbor on the other side. Gar  Ow. LARRY reacts to the naked woman: startled at first, he moves to hide behind the peak of the roof. But as he realizes that the sun keeps the woman's eyes closed he relaxes, continu- ing to stare. She is attractive. Not young, not old: LARRY's age. Peaceful. After a still beat one of her hands gropes blindly to the side. It finds an ashtray on the table next to her and takes from it a pluming cigarette. The woman takes a puff and replaces it.
notebook		A pencil scratches equations into a lamplit spiral notebook. Sidor Belarsky comes in at the cut. So does the spluttering suck-sound of Uncle Arthur's evacuator. Wider on Uncle Arthur, in his pyjamas, propped up on the narrow fold-out sofa, writing with one hand as he holds the evacuator hose to his neck with the other. Squeezed into the living room next to the fold-out sofa is a camp cot of plaid-patterned nylon stretched over an aluminum frame. On the camp cot is LARRY, lying half-in, half- out of a rumpled sleeping bag. He stares at the ceiling, a damp washcloth pressed against his forehead. His face is flaming red. Arthur speaks absently as he scribbles:
arthur		Will you read this? Tell me what you think? LARRY continues to stare at the ceiling.
larry		Okay. Uncle Arthur glances up from the notebook, focuses on LARRY.
arthur		Boy. You should've worn a hat.
kitchen		LARRY, in his underwear, spoons ground coffee into the percolator. Uncle Arthur snores softly on in the other room. From outside, a dull thunk. LARRY pulls back a curtain. Next door, Gar Brandt is going down the walk, wearing camouflage togs and camo billed cap, a rifle bag slung over his shoulder. He is carrying an ice chest, its contents clicking and sloshing. The boy Mitch, also wearing camo clothes and cap and also with a rifle bag, has just closed the front door. He now lets the screen door swing shut behind him and follows his father down the walk to the car in the driveway. The twitter of early morning birds. Gar's voice, though not projected, stands out in the pre-dawn quiet:
gar		Let's see some hustle, Mitch.
larry		Hi Arlen. Arlen Finkle LARRY, I feel that, as head of the tenure committee I should tell you this, though it should be no cause for concern. You should not be at all worried. LARRY waits for more. Arlen seems to need a prompt.
larry		Okay. Arlen Finkle I feel I should mention it even though we won't give this any weight at all in considering whether to grant you tenure, so, I repeat no cause for concern.
larry		Okay, Arlen. Give what any weight? Arlen Finkle We have received some letters, uh... denigrating you, and, well, urging that we not grant you tenure.
larry		From who? Arlen Finkle They're anonymous. And so of course we dismiss them completely.
larry		Well... well... what do they say? Arlen Finkle They make allegations, not even allegations, assertions, but
larry		But... I think you're saying, these won't play any part in your deliberations. Arlen Finkle None at all.
larry		Um, so what are they... Arlen Finkle Moral turpitude. You could say.
larry		Uh-huh. Can I ask, are they, are they-idiomatic? Arlen Finkle I, uh...
larry		The reason I ask, I have a Korean student, South Korean, disgruntled South Korean, and I meant to talk to you about this, actually, he- Arlen Finkle No. No, the letters are competently-even eloquently written. A native English-speaker. No question about that.
larry		Uh-huh. Arlen Finkle But I reiterate this, LARRY: no cause for concern. I only speak because I would have felt odd concealing it.
larry		Yes, okay, thank you Arlen.
minutes later		Inside the bus, now moving. Engine noise bangs in louder and air roars in through open windows. We are on the driver, a sallow man in a short-sleeved white shirt with earlocks and a yarmulke. He pitches about, stoically wrestling with the wheel and gear shift as the vehicle bucks. The pitching children. Somewhere, Jefferson Airplane plays.
danny		I gotta get my radio back. Ronnie Nudell Maybe the fucker lodged it up his fucking asshole.
danny		I gotta get it back. Or Mike Fagle's gonna pound the crap out of me. Ronnie Nudell
danny		And I'll still have to get my sister the money back or she's gonna break four of my records. Twenty bucks, four records. Howard Altar How do you buy all those records. Where do you get your funds.
gar		Go scrub up, Mitch.
larry		Uh, good afternoon. This brings Gar's look around. Apparently he is unused to talking with his neighbor. There is a short beat before his response.
gar		Afternoon. In the background of his angle is the dead buck, staring off through sightless eyes.
gar		Yep.
larry		Is that a, uh... He is indicating the staked area. Gar looks around at it, looks back at LARRY.
gar		Gonna be a den.
larry		Uh-huh, that's great. Uh, Mr. Brandt- Gar barks at Mitch, who has lingered to listen to the grown-ups:
gar		I said scrub up, Mitch! The child quickly goes. LARRY frowns.
larry		Isn't this a school day?
gar		Took him out of school today. So he could hunt with his dad.
larry		Oh! He nods. . That's.. . nice. Gar stares at him with button eyes. Small talk is not his thing. LARRY clears his throat.
gar		Property line's the poplar.
larry		. the. ?
gar		Poplar!
larry		. Well.. . even if it is, you're just about over it
gar		Measure. We hear two pairs of pounding footsteps coming up the street.
larry		I don't have to measure, you can tell it's...
gar		Line's the poplar. He indicates. . It's all angles. Gar Brandt turns and goes. LARRY turns, reacting to the pounding footsteps. One of the two pairs belongs to DANNY who arrives, slowing to a walk, panting, a bookbag over his shoulder. A half-block back the pursuing boy also stops running. Husky, shaggy-haired, he watches, scowling, as DANNY goes up the walk to his house. LARRY addresses DANNY's retreating back:
larry		What's going on?
danny		Nothing.
sarah		I'm going to the hole.
larry		At five o'clock? He looks out the front-door window. Four girls of SARAH's age are coming up the walk
sarah		We're stopping at Laurie Kipperstein's house so I can wash my hair. LARRY pulls open the door just as the doorbell rings. From the four dark girls:
voices		Hi, Mr. Gopnik.
larry		You can't wash it here? From somewhere in the house, Jefferson Airplane starts. As she brushes past LARRY:
sarah		Uncle Arthur's in the bathroom.
voice		Out in a minute! Judith enters.
judith		Are you ready?
larry		Huh?
judith		We're meeting Sy at Embers.
larry		I am?
judith		Both of us. I told you.
sy		LARRY. How are you.
larry		Sy.
sy		Hello Judith.
judith		Hello Sy. Once Sy releases LARRY, all seat themselves at Sy's booth, Judith next to Sy, LARRY facing.
sy		Thank you for coming, LARRY. It's so impawtant that we be able to discuss these things.
larry		I'm happy to come to Embers, Sy, but, I'm thinking, really, maybe it's best to leave these discussions to the lawyers.
sy		Of coss! Legal matters, let the lawyers discuss! Don't mix apples and oranges!
judith		I've beamed you to see the lawyer.
larry		 I told you, I'm going Monday.
sy		Monday is timely! This isn't-please!-Embers isn't the forum for legalities, you are so right!
judith		Hmph.
sy		No, Judith and I thought merely we should discuss the practicalities, the living arrangements, a situation that will conduce to the comfit of all the parties. This is an issue where no one is at odds. LARRY isn't sure where this is leading:
larry		. Living arrangements.
sy		Absolutely. I think we all agree, the children not being contaminated by the tension-the most impawtant.
judith		We shouldn't put the kids in the middle of this, LARRY.
larry		The kids aren't-
judith		I'm saying "we." I'm not pointing fingers.
sy		No one is playing the "blame game," LARRY.
larry		I didn't say anyone was!
judith		Well let's not play He said, She said, either.
larry		I wasn't! I. ---
sy		Aw right, well let's just step back, and defuse the situation,
judith		Really, to keep things on an even keel, especially now, leading up to DANNY's bar mitzvah-
sy		A child's bar mitzvah, LARRY!
judith		Sy and I think it's best if you move out of the house.
larry		. Move out?!
sy		It makes eminent sense.
judith		Things can't continue as they-
larry		Move out! Where would I go?!
sy		Well, for instance, the Jolly Roger is quite livable. Not expensive, and the rooms are eminently livable.
judith		This would allow you to visit the kids.
sy		There's convenience in its fava. There's a pool-
sy		LARRY, you're jesting!
judith		LARRY, there is much to accomplish before that can happen. Sy is sadly shaking his head.
sy		LARRY, LARRY, LARRY. I think, really, the Jolly Roger is the appropriate coss of action. He shrugs. It has a pool.
danny		Stop it!
sarah		Creep fucker!
danny		Stop it! I'm getting it! I'm gonna get it! Wider shows that the brain is on television, which DANNY has muted while he plays the Cantor Youssele Rosenblatt record and drills his torah portion. He and SARAH are in a stand-off, hands tensed to either deliver or ward off blows.
sarah		Brat! LARRY enters.
larry		What's going on?
larry		What was that?
danny		Nothing.
larry		How's the haftorah coming? Can you maybe use the hi-fi?
danny		What? We hear the doorbell off. LARRY indicates the portable record player.
danny		Sure Dad. On TV, the handsome man shouts defiance at the brain. From off, SARAH projects:
sarah		Dad. Chinese guy.
asian man		A middle-aged Korean man, well groomed. He wears a nicely cut suit and a jeweled tie- pin.
man		Culcha clash. He bangs his two knuckles together, illustrating. . Culcha clash. He faces LARRY in the driveway. LARRY's car is half-loaded with open boxes that are haphazardly stuffed with clothing and effects. LARRY is leaning against the hood, arms folded, gazing at the man, unimpressed. A long beat. Finally he bestirs himself.
larry		With all respect, Mr. Park, I don't think it's that. Mr. Park Yes.
larry		No. It would be a culture clash if it were the custom in your land to bribe people for grades. Mr. Park Yes.
larry		So-you're saying it is the custom? Mr. Park No. This is defamation. Grounds for lawsuit.
larry		You-let me get this straight-you're threatening to sue me for defaming your son? Mr. Park Yes.
larry		But it would- Gar Brandt Is this man bothering you. Gar Brandt stands on the strip of lawn separating the two neighbors. He is giving Mr. Park a hard stare.
larry		Is he bothering me? No. We're fine. Thank you, Mr. Brandt. Gar Brandt, not entirely convinced, withdraws, glaring at the Korean. LARRY turns back to Mr. Park. . I, uh. . See, if it were defamation there would have to be someone I was defaming him to, or I... All right, I... let's keep it simple. I could pretend the money never appeared. That's not defaming anyone.
bl		Mr. Park Yes. And passing grade.
larry		Passing grade. Mr. Park Yes.
larry		Or you'll sue me. Mr. Park For taking money.
larry		So.. . he did leave the money. Mr. Park This is defamation. LARRY stares at him.
larry		Look. It doesn't make sense. Either he left the money or he didn't Mr. Park Please. Accept mystery.
larry		You can't have it both ways! If Mr. Park Why not. LARRY stares. We hear Sidor Belarsky music.
larry		Hello... He brightens. . Fine, Mimi, how are you?... Uh-huh... No, it's not that bad... It's not that bad... There's a pool... Arthur emerges from an alcove in the dim depth of the room that has a dressing-room mirror and apparently connects to the bathroom. He has a hand towel pressed to the back of his neck. . Oh sure, that sounds great. . . Oh, great, then I'll bring
lake nokomis		The beach: families are crowded onto the small beach of a freshwater lake, children cavorting, adults lounging, much sun, few umbrellas. Red floats connected by red nylon rope define a swimming area; beyond it people dive from an anchored raft. Splashing and children's laughter slap off the surface of the lake.
woods		Above the lake. The beach noise has some distance. It also has a faintly bizarre canyon echo. There is a present, sybillant shushing of breeze in the trees. It is dark here with intense hot spots where sun sifts through the leaf cover. We are close on DANNY, who sits very still, leaning back against a tree trunk.
voice		Gimme that fucker. DANNY passes the joint to Ronnie Nudell, who sits opposite.
picnic area		On a woodless rise above the lake. Each of the separate picnic areas consist of a redwood table and benches placed next to a firepit. Here in the sun both LARRY and Mel Nudell, a man slightly older than LARRY, glisten with sweat. Mel, in the background, bounces a bag of charcoal briquettes to spill some into the firepit. LARRY sits at the table in the foreground with Mimi Nudell who alone seems unaffected by the heat-or by anything else in the physical environment. Her pale, gravely composed Giacometti face is shaded by a large-brimmed hat.
larry		No. Almost a year and a half since Touche Ross let him go. He's very good with numbers. I think his, his social skills have held him back.
mimi		Such a sweet man though.
larry		Arthur has a good heart. And he never complains, unlike me. Sometimes I don't give him enough credit.
mimi		He tried to tell me about this thing he's working on, this, um...
larry		The Mentaculus? He says it's a, uh. a probability map. Of the universe. He asked if I could help him publish it. Um, it was a little hard for me to evaluate.
mimi		Does he go out socially at all?
larry		He tries. He's been going to the singles mixers at Hillel House.-Well, I should talk, I'm not doing any better.
mimi		How is Judith?
larry		Fine. She's fine. I'm the odd man out. Mimi smiles.
mimi		Sometimes these things just aren't meant to be. And it can take a while before you feel what was always there, for better or worse.
larry		I never felt it! It was a bolt from the blue! What does that mean! Everything that I thought was one way turns out to be another!
mimi		Then-it's an opportunity to learn how things really are. LARRY broods. Mimi softens. . I'm sorry-I don't mean to sound glib. It's not always easy, deciphering what God is trying to tell you.
larry		I'll say.
mimi		But it's not something you have to figure out all by your- self. We're Jews, we have that well of tradition to draw on, to help us understand. When we're puzzled we have all the
larry		I guess.
mimi		Have you talked to Rabbi Nachtner? Silence. Arthur is climbing the hill from the lake, dripping wet. He projects:
arthur		Boy! The air out here is magnificent! Mimi, looking at LARRY, responds to his dark silence:
mimi		Why not see him? Mel Nudell has finished spreading and lighting the coals. He now comes and sits next to Mimi, draping an arm over her shoulder. She strokes his hand, still looking at LARRY.
larry		What's the rabbi gonna tell me?
mimi		If I knew I'd be the rabbi. He looks at her glumly. She laughs. . Life is beautiful, LARRY. Nobody's sick. Nobody died. You just need help remembering how to enjoy it. She rests her head against Mel's shoulder. . Where are the kids?
mel		Woods. Exploring. Uncle Arthur approaches, swim trunks plastered to his thighs, hair dripping, one hand
arthur		If somebody could bottle this air they'd make a million bucks! A white title comes up: The First Rabbi
larry		Oh-Rabbi Scott. Rabbi Scott Ginzler is the junior rabbi, a man in his twenties. Rabbi Scott Hello LARRY.
larry		I thought I was going to see Rabbi Nachtner. Rabbi Scott He was called away on an etz monim: Ruth Brynn's mother is in the hospital and she isn't doing well. Rabbi Nachtner asked me to cover for him-come on in.
larry		And she wants a Gett. A long silence. The hum of ventilation. At length:
larry		She wants a- Rabbi Scott Oh, a Gett. Uh-huh, sure.
larry		I feel like the carpet's been yanked out from under me. I don't know which end is up. I'm not even sure how to react; I'm too confused. Rabbi Scott What reasons did she give? For the rupture?
larry		She didn't give-reasons. Just that, oh, you know, things haven't been going well. Rabbi Scott And is that true?
larry		I guess. I don't know. She's usually right about these things. Rabbi Scott Mm-hm.
larry		I feel so... addled. Rabbi Scott Yes, I can see.
larry		I was hoping that... Rabbi Nachtner... Rabbi Scott That he would... yes?
larry		Well, with the benefit of his life experience... no
larry		Um... Rabbi Scott Because with the right perspective you can see Hashem, you know, reaching into the world. He is in the world, not just in shul. It souunds to me like you're looking at the world, looking at your wife, through tired eyes. It sounds like she's become a sort of... thing... a problem... a thing...
larry		Well, she's, she's seeing Sy Ableman.
larry		She's, they're planning, that's why they want the Gett. Rabbi Scott Oh. I'm sorry.
larry		It was his idea. Rabbi Scott Well, they do need a Gett to remarry in the faith. But this is life. For you too. You can't cut yourself off from the mystical or you'll be-you'll remain-completely lost. You have to see these things as expressions of God's will. You don't have to like it, of course.
larry		The boss isn't always right, but he's always the boss. Rabbi Scott Ha-ha-ha! That's right, things aren't so bad. Look at the parking lot, LARRY. Rabbi Scott gazes out, marveling. . Just look at that parking lot.
gopnik kitchen		We hear the front door being flung open and slammed shut, and in the background foyer DANNY appears, panting heavily. He gives one glance back toward the front door and then looks at his mother and sister eating soup in the foreground. His sister has a towel wrapped turbanlike around her head. She holds it with one hand to keep it from tipping off when she tilts her head down for the soup.
danny		 We eating already?
sarah		I'm going to the hole. DANNY enters the kitchen and sits at the setting across from his sister. He picks up his spoon. Some movement in SARAH's body; DANNY recoils from a kick.
danny		Ow! Cut it out!
judith		What's going on? The siblings slurp soup, neither answering. After a couple slurps: . Isn't Dad eating?
judith		He's at the Jolly Roger.
danny		Oh yeah. More eating.
larry		Don.
don		How are you, LARRY, Jesus, I am so sorry to be seeing you under these circumstances.
larry		Oh, well...
don		I always thought you and JUDY were rock solid. This is so terrible, LARRY. This is devastating.
larry		Well, the way I look at it, it's an opportunity for me to really sit down and figure things out, and, and, look at the world afresh instead of just, you know, settling for the routine, tired old way of looking at things. Don Milgram stares at him.
don		. Really?
don		Well, legally, I have to warn you, it's never easy for the husband. Unless, of course, there's some question of the wife having violated the marriage contract.
larry		Oh no, nothing like that. She's planning to marry Sy Ableman, but they-
don		Sy Ableman!
larry		Yes, but they-
don		Esther is barely cold!
larry		She passed three years ago.
don		Well, okay, still-this changes the complexion, LARRY! Sy Ableman!
larry		Not in the sense that... there hasn't been hanky-panky. To my knowledge.
don		Oh.
larry		No. I'm fairly certain this is not an issue. And in fact they, uh, Judith wants a Gett. Beat. Don stares blankly at LARRY. LARRY clears his throat. A ritual divorce.
don		Oh.
larry		So that they can remarry in the faith-
don		Uh-huh, sure, not really a legal matter. Okay. Well. My goodness. How are the children taking it?
larry		Oh, they're very... He gropes. . resilient.
don		Good. Well. On the other thing, the neighbor's property line, I've asked Solomon Schlutz to take a look. There's very little having to do with real estate that'll get by Sol.
larry		Okay. Good. How do you-I guess I'm a little worried, how do you, I have money pressures and-
don		Our fee structure? We bill by the hour. Dave Sieglestein and Solomon Schlutz bill at a hundred and ten, the associ- ates, me for instance, bill at A secretary sticks her head in.
secretary		A call for Mr. Gopnik. DANNY. At home.
don		You can take it here.
secretary		Oh-eight-oh-nine. LARRY punches a button on a row of four on the conference-room telephone.
voice		Dad?
larry		Are you all right? Are you all-is everything-
voice		F Troop is fuzzy.
larry		. What?
voice		F Troop is still fuzzy. LARRY stares.
don		Everything okay?
car		LARRY is driving, hollow-eyed, to work. After a long beat of staring, the ka-ching of a bicycle bell.
blegen hall		LARRY enters the outer office, hugging his paper-stuffed briefcase to his chest. The secretary is just crooking the phone into her shoulder.
secretary		Oh-Professor Gopnik. It's Dick Dutton again.
larry's office		He sits in and picks up the phone.
larry		Hello?
voice		Hello, Mr. Gopnik, this is Dick Dutton from the Columbia Record Club. I'm calling because it is now, what, four months and we have yet to receive your first payment.
larry		I-there's some mistake. I'm not a member of the Columbian Record Club.
voice		Sir, you are Lawrence Gopnik of 1425 Flag Avenue South?
larry		No, I live at the Jolly Roger.
voice		Excuse me?
larry		No, I-well, yes, okay.
voice		Yes you are Lawrence Gopnik?
larry		Okay.
voice		Okay means...
larry		Okay, yes, Lawrence Gopnik, yes.
voice		Okay, well, you received your twelve introductory albums and you have been receiving the monthly main selection for four months now-
larry		"The monthly main selection?" Is that a record? I didn't
voice		To receive the monthly main selection you do nothing.
larry		That's right! I haven't done anything!
voice		Yes, that's why you receive the monthly main selection. The last
larry		But I-
voice		The last one was Santana Abraxis. You-
larry		I didn't ask for Santana Abraxis!
voice		You request the main selection at the retail price by doing nothing. It is automatically mailed to you. Plus shipping and handling. You're about to-
larry		I can't afford a new record every month! I haven't asked
voice		You're about to get Cosmo's Factory, sir. The June main selection. And you haven't-
larry		Look, something is very wrong! I don't want Santana Abraxis! I've just been in a terrible auto accident! Beat.
voice		I'm sorry sir.
larry		Well-thank you. But I-
voice		Are you okay?
larry		Yes. Yes, no one was hurt.
voice		Okay. Good. Well, you had fourteen days to listen to Santana Abraxis and return it if you weren't completely satisfied. You did nothing. And now you-
larry		I didn't ask for Santana Abraxis! I didn't listen to Santana Abraxis! I didn't do anything! The secretary is sticking her head in.
secretary		Sir.
voice		Sir. Please. We can't make you listen to the record. We-
secretary		Professor Gopnik, your son. He said it's urgent.
larry		Okay, look, I have to call you back, this is, this is I'm sorry. He irritably punches a button on the bottom row of four.
danny		Dad!
larry		Did you join the Columbia Record Club?!
danny		Um...
larry		DANNY, this is completely unacceptable. I can't afford to-
danny		Okay Dad, but you gotta come home.
larry		Is it F Troop?
danny		Huh? No no. Mom's real upset.
gopnik house		LARRY enters. We can hear weeping, semi-hysterical, from somewhere in the house. SARAH's Voice .Dad?
larry		Yes? She enters.
sarah		Does this mean I can't go to the hole tonight?
larry		Does what mean-what happened?
sarah		Sy Ableman died in a car crash. DANNY's Voice
larry		What?! DANNY enters.
danny		So are you coming back home? Can you fix the aerial? The weeping, off, grows louder and more hysterical.
larry		What?!
danny		It's still, you know... Loud wailing.
black		After a beat in black, a white title: The Second Rabbi The title fades.
rabbi's office		We are close on LARRY. He sits hunched forward, hands clasped in front of him, staring at the floor, sadly shaking his head. After a long beat:
larry		It seems like she's asking an awful lot. But then-I don't know. Somebody has to pay for Sy's funeral. Rabbi Nachtner, sitting opposite, nods. Rabbi Nachtner
larry		His own estate is in probate. But why does it have to be me? Or is it wrong to complain? JUDY says it is. But I'm so strapped for cash right now-paying for the Jolly Roger, and I wrecked the car, and DANNY's bar mitzvah... I... Rabbi Nachtner Something like this-there's never a good time.
larry		I don't know where it all leaves me. Sy's death. Obviously it's not going to go back like it was. Rabbi Nachtner Mm. Would you even want that, LARRY?
larry		No, I-well yeah! Sometimes! Or-I don't know; I guess the honest answer is I don't know. What was my life before? Not what I thought it was. What does it all mean? What is Hashem trying to tell me, making me pay for Sy Ableman's funeral? Rabbi Nachtner Mm.
larry		And-did I tell you I had a car accident the same time Sy had his? The same instant, for all I know. Is Hashem telling me that Sy Ableman is me, or we are all one or something? Rabbi Nachtner How does God speak to us: it's a good question. You know Lee Sussman?
larry		DOCTOR Sussman? I think I-yeah. Rabbi Nachtner Did he ever tell you about the goy's teeth?
larry		No... I-What goy? Rabbi Nachtner So Lee is at work one day; you know he has the orthodontic practice there at Texa-Tonka.
larry		Uh-huh. Rabbi Nachtner Right next to the Gold Eagle Cleaners. We cut to:
larry		Staring at the Rabbi. He waits a good beat. He prompts:
larry		So what did you tell him? The Rabbi seems surprised by the question. Rabbi Nachtner Sussman?
larry		Yes! Rabbi Nachtner Is it. . relevant?
larry		Well-isn't that why you're telling me? Rabbi Nachtner Mm. Okay. Nachtner says, look.. . We are back in the scene, narrated by voice-over, of the Rabbi silently advising the fretful Sussman. . The teeth, we don't know. A sign from Hashem, don't know. Helping others, couldn't hurt. LARRY's voice-over question plays over Sussman asking the same thing: LARRY  It sounds like you don't know Mthing!
the rabbi		Smiling equably at LARRY. He reacts to the ejaculation with a shrug. LARRY scowls.
larry		Why even tell me the story? Rabbi Nachtner
larry		What happened to Sussman?
sussman		In his office. Working on different patients as the Rabbi resumes his voice-over. Rabbi Nachtner What would happen? Not much. He went back to work. For a while he checked every patient's teeth for new messages; didn't see any; in time, he found he'd stopped checking. Sussman, at home, chats with his wife over dinner. . These questions that are bothering you, LARRY-maybe they're like a toothache. We feel them for a while, then they go away. Sussman lies in bed sleeping, smiling, an arm thrown across his wife.
larry		Dissatisfied.
larry		I don't want it to just go away! I want an answer! Rabbi Nachtner The answer! Sure! We all want the answer! But Hashem doesn't owe us the answer, LARRY. Hashem doesn't owe us anything. The obligation runs the other way.
larry		Why does he make us feel the questions if he's not gonna give us any answers? Rabbi Nachtner smiles at LARRY for a beat.
larry		And what happened to the goy? Rabbi Nachtner's forebearing smile fades into puzzlement. Rabbi Nachtner The goy? Who cares?
voice		Sy Ableman was a serious man!
rabbi nachtner		In close-up he gazes around, weighing the effect of the words just delivered. After a long beat during which he seeks to establish eye contact with as much of his audience as possible: Rabbi Nachtner . Sy Ableman was a man devoted to his community... Wider shows Rabbi Nachtner up on the bema. He and the congregation face each other across a casket down at floor level. . to torah study... LARRY sits among the congregants, his gaze fixed on a point off.
cop 1		Arthur Gopnik? LARRY is momentarily dumb. Inside the house we can see a corner of a card table set up in the living room with food laid out on it. SARAH sits with her back to us, head wrapped by a towel-turban. Arthur, on the far side of the table, his balding head domed by a yarmul- ka, half-leans out so that he may sneak looks toward the men at the door without totally revealing himself. From somewhere down the hall come Judith's muffled sobs. . Are you Arthur Gopnik?
larry		I'm... Laurence Gopnik. Cop I Do you go by the name Arthur Gopnik?
larry		No.
cop 1		Is that Arthur Gopnik? Arthur ducks away. From inside the living room: DANNY  Dad? What's going on?
larry		Can you tell me what's going on. We're sitting shiva here.
cop 1		You're what.
larry		A religious observance. We're... bereaved. The cop standing behind gazes in over his partner's shoulder.
cop 2		Who died?
larry		My wife's um... it's a long story.
cop 1		Look. Tell Gopnik-you know, Arthur Gopnik-he's breaking the law. We're not arresting him now but next time we will. Gambling is against the law in this state. That's just the way it is. All right. Go back to your...
cop 2		Sorry, sir.
living room		A minute later. The family-except for Judith, whose weeping continues off-sits around the card table. A long beat. At length:
